"ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_FONTE"
10,MEC,MINISTÉRIO DA EDUCAÇÃO,182,UFCAT,UNIVERSIDADE FEDERAL DE CATALÃO,182,UFCAT,Universidade Federal de Catalão,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,183,UFJ,UNIVERSIDADE FEDERAL DE JATAÍ,183,UFJ,Universidade Federal de Jataí,SIORG
215,MEMP,"MINISTÉRIO DO EMPREENDEDORISMO, DA MICROEMPRESA E DA EMPRESA DE PEQUENO PORTE",215,MEMP,"MINISTÉRIO DO EMPREENDEDORISMO, DA MICROEMPRESA E DA EMPRESA DE PEQUENO PORTE",17700,MEMP,MIN EMPREEND MICROEMP EMP PEQUENO PORTE,SIAPE
215,MEMP,"MINISTÉRIO DO EMPREENDEDORISMO, DA MICROEMPRESA E DA EMPRESA DE PEQUENO PORTE",215,MEMP,"MINISTÉRIO DO EMPREENDEDORISMO, DA MICROEMPRESA E DA EMPRESA DE PEQUENO PORTE",215,MEMP,"Ministério do Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte",SIORG
195,MESP,MINISTÉRIO DO ESPORTE,195,MESP,MINISTÉRIO DO ESPORTE,55200,MESP,MINISTERIO DO ESPORTE,SIAPE
195,MESP,MINISTÉRIO DO ESPORTE,195,MESP,MINISTÉRIO DO ESPORTE,195,MESP,Ministério do Esporte,SIORG
198,MF,MINISTÉRIO DA FAZENDA,24,SUSEP,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,25208,SUSEP,SUPERINTENDENCIA DE SEGUROS PRIVADOS,SIAFI
198,MF,MINISTÉRIO DA FAZENDA,198,MF,MINISTÉRIO DA FAZENDA,25000,MF,MINISTERIO DA FAZENDA,SIAFI
198,MF,MINISTÉRIO DA FAZENDA,82,CVM,COMISSÃO DE VALORES MOBILIÁRIOS,25203,CVM,COMISSAO DE VALORES MOBILIARIOS,SIAFI
198,MF,MINISTÉRIO DA FAZENDA,82,CVM,COMISSÃO DE VALORES MOBILIÁRIOS,45203,CVM,COMISSAO DE VALORES MOBILIARIOS,SIAPE
198,MF,MINISTÉRIO DA FAZENDA,24,SUSEP,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,45208,SUSEP,SUPERINTENDENCIA DE SEGUROS PRIVADOS,SIAPE
198,MF,MINISTÉRIO DA FAZENDA,198,MF,MINISTÉRIO DA FAZENDA,17600,MF,MINISTERIO DA FAZENDA,SIAPE
198,MF,MINISTÉRIO DA FAZENDA,198,MF,MINISTÉRIO DA FAZENDA,17000,MF,MINISTERIO DA FAZENDA,SIAPE
198,MF,MINISTÉRIO DA FAZENDA,198,MF,MINISTÉRIO DA FAZENDA,198,MF,Ministério da Fazenda,SIORG
198,MF,MINISTÉRIO DA FAZENDA,24,SUSEP,SUPERINTENDÊNCIA DE SEGUROS PRIVADOS,24,SUSEP,Superintendência de Seguros Privados,SIORG
198,MF,MINISTÉRIO DA FAZENDA,82,CVM,COMISSÃO DE VALORES MOBILIÁRIOS,82,CVM,Comissão de Valores Mobiliários,SIORG
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,151,ITI,INSTITUTO NACIONAL DE TECNOLOGIA DA INFORMAÇÃO,24208,ITI,INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO-ITI,SIAFI
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,84,ENAP,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,20202,ENAP,FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA,SIAFI
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,17500,MGI,MIN GESTAO E INOV EM SERV PUBLICOS,SIAPE
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,151,ITI,INSTITUTO NACIONAL DE TECNOLOGIA DA INFORMAÇÃO,17800,ITI,INST NAC DE TECN DA INFORMACAO,SIAPE
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,84,ENAP,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,40202,ENAP,FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA,SIAPE
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,84,ENAP,FUNDAÇÃO ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA,84,ENAP,Fundação Escola Nacional de Administração Pública,SIORG
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,199,MGI,Ministério da Gestão e da Inovação em Serviços Públicos,SIORG
199,MGI,MINISTÉRIO DA GESTÃO E DA INOVAÇÃO EM SERVIÇOS PÚBLICOS,151,ITI,INSTITUTO NACIONAL DE TECNOLOGIA DA INFORMAÇÃO,151,ITI,Instituto Nacional de Tecnologia da Informação,SIORG
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,118,SUDECO,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,53207,SUDECO,SUPERINT. DE DESENVOLVIMENTO DO CENTRO-OESTE,SIAFI
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,107,SUDENE,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,53203,SUDENE,SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE,SIAFI
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,29,DNOCS,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,22204,DNOCS,DEPARTAMENTO NAC.DE OBRAS CONTRA AS SECAS,SIAFI
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,20,CODEVASF,COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA,22203,CODEVASF,CIA.DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA,SIAFI
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,118,SUDECO,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,80201,SUDECO,SUPERINTEND.DO DESENV.DA REGIAO CENTRO-OESTE,SIAFI
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,178,SUDAM,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,53202,SUDAM,SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA,SIAFI
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,107,SUDENE,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,20601,SUDENE,SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE,SIAFI
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,178,SUDAM,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,20602,SUDAM,SUPERINTENDENCIA DO DESENVOLV. DA AMAZONIA,SIAFI
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,107,SUDENE,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,53203,SUDENE,SUDENE,SIAPE
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,29,DNOCS,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,42204,DNOCS,DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS,SIAPE
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,178,SUDAM,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,53202,SUDAM,SUDAM,SIAPE
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,118,SUDECO,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,53297,SUDECO,SUDECO,SIAPE
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,40100,MIDR,MIN DA INTEG E DO DESENV REGIONAL,SIAPE
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,20,CODEVASF,COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA,20,CODEVASF,Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba,SIORG
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,197,MIDR,Ministério da Integração e do Desenvolvimento Regional,SIORG
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,178,SUDAM,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA,178,SUDAM,Superintendência do Desenvolvimento da Amazônia,SIORG
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,107,SUDENE,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO NORDESTE,107,SUDENE,Superintendência do Desenvolvimento do Nordeste,SIORG
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,118,SUDECO,SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,118,SUDECO,Superintendência do Desenvolvimento do Centro-Oeste,SIORG
197,MIDR,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,29,DNOCS,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,29,DNOCS,Departamento Nacional de Obras Contra as Secas,SIORG
208,MINC,MINISTÉRIO DA CULTURA,105,FUNARTE,FUNDAÇÃO NACIONAL DE ARTES,20412,FUNARTE,FUNDACAO NACIONAL DE ARTES,SIAFI
208,MINC,MINISTÉRIO DA CULTURA,208,MINC,MINISTÉRIO DA CULTURA,42000,MINC,MINISTERIO DA CULTURA,SIAFI
208,MINC,MINISTÉRIO DA CULTURA,99,IPHAN,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,20411,IPHAN,INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,SIAFI
208,MINC,MINISTÉRIO DA CULTURA,91,FCP,FUNDAÇÃO CULTURAL PALMARES,20408,FCP,FUNDACAO CULTURAL PALMARES,SIAFI
208,MINC,MINISTÉRIO DA CULTURA,152,ANCINE,AGÊNCIA NACIONAL DO CINEMA,20203,ANCINE,AGENCIA NACIONAL DO CINEMA,SIAFI
208,MINC,MINISTÉRIO DA CULTURA,126,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,42207,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,SIAFI
208,MINC,MINISTÉRIO DA CULTURA,105,FUNARTE,FUNDAÇÃO NACIONAL DE ARTES,24203,FUNARTE,INSTITUTO BRASILEIRO DE ARTE E CULTURA,SIAPE
208,MINC,MINISTÉRIO DA CULTURA,126,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,42207,IBRAM,IBRAM,SIAPE
208,MINC,MINISTÉRIO DA CULTURA,99,IPHAN,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,24204,IPHAN,INSTITUTO DO PATR.HIST.E ART. NACIONAL,SIAPE
208,MINC,MINISTÉRIO DA CULTURA,17,FCRB,FUNDAÇÃO CASA DE RUI BARBOSA,40403,FCRB,FUNDACAO CASA DE RUI BARBOSA,SIAPE
208,MINC,MINISTÉRIO DA CULTURA,91,FCP,FUNDAÇÃO CULTURAL PALMARES,40408,FCP,FUNDACAO CULTURAL PALMARES,SIAPE
208,MINC,MINISTÉRIO DA CULTURA,208,MINC,MINISTÉRIO DA CULTURA,54100,MINC,MINISTERIO DA CULTURA,SIAPE
208,MINC,MINISTÉRIO DA CULTURA,87,FBN,FUNDAÇÃO BIBLIOTECA NACIONAL,24205,FBN,FUNDACAO BIBLIOTECA NACIONAL,SIAPE
208,MINC,MINISTÉRIO DA CULTURA,152,ANCINE,AGÊNCIA NACIONAL DO CINEMA,20224,ANCINE,ANCINE,SIAPE
208,MINC,MINISTÉRIO DA CULTURA,208,MINC,MINISTÉRIO DA CULTURA,40107,MINC,MINISTERIO DA CULTURA,SIAPE
208,MINC,MINISTÉRIO DA CULTURA,126,IBRAM,INSTITUTO BRASILEIRO DE MUSEUS,126,IBRAM,Instituto Brasileiro de Museus,SIORG
208,MINC,MINISTÉRIO DA CULTURA,17,FCRB,FUNDAÇÃO CASA DE RUI BARBOSA,17,FCRB,Fundação Casa de Rui Barbosa,SIORG
208,MINC,MINISTÉRIO DA CULTURA,91,FCP,FUNDAÇÃO CULTURAL PALMARES,91,FCP,Fundação Cultural Palmares,SIORG
208,MINC,MINISTÉRIO DA CULTURA,152,ANCINE,AGÊNCIA NACIONAL DO CINEMA,152,ANCINE,Agência Nacional do Cinema,SIORG
208,MINC,MINISTÉRIO DA CULTURA,208,MINC,MINISTÉRIO DA CULTURA,208,MINC,Ministério da Cultura,SIORG
208,MINC,MINISTÉRIO DA CULTURA,105,FUNARTE,FUNDAÇÃO NACIONAL DE ARTES,105,FUNARTE,Fundação Nacional de Artes,SIORG
208,MINC,MINISTÉRIO DA CULTURA,99,IPHAN,INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL,99,IPHAN,Instituto do Patrimônio Histórico e Artístico Nacional,SIORG
208,MINC,MINISTÉRIO DA CULTURA,87,FBN,FUNDAÇÃO BIBLIOTECA NACIONAL,87,FBN,Fundação Biblioteca Nacional,SIORG
209,MIR,MINISTÉRIO DA IGUALDADE RACIAL,209,MIR,MINISTÉRIO DA IGUALDADE RACIAL,81300,MIR,MINISTERIO DA IGUALDADE RACIAL,SIAPE
209,MIR,MINISTÉRIO DA IGUALDADE RACIAL,209,MIR,MINISTÉRIO DA IGUALDADE RACIAL,209,MIR,Ministério da Igualdade Racial,SIORG
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,30000,MJSP,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,SIAFI
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,30108,DPF,DEPARTAMENTO DE POLICIA FEDERAL,SIAFI
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,82102,DPF,DEPARTAMENTO DE POLICIA FEDERAL,SIAFI
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,30107,DPRF,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,SIAFI
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,82103,DPRF,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,SIAFI
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,28,CADE,CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA,30211,CADE,CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA,SIAFI
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,20115,DPF,DEPARTAMENTO DE POLICIA FEDERAL,SIAPE
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,30802,DPRF,DPRF,SIAPE
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,28,CADE,CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA,38000,CADE,CONSELHO ADMINIST.DE DEFESA ECONOMICA,SIAPE
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,20000,MJ,MINISTERIO DA JUSTICA,SIAPE
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,704,DPRF,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,SIORG
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,235884,ANPD,AUTORIDADE NACIONAL DE PROTEÇÃO DE DADOS,SIORG
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,28,CADE,CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA,28,CADE,Conselho Administrativo de Defesa Econômica,SIORG
187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,187,MJSP,Ministério da Justiça e Segurança Pública,SIORG
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,136,ANA,AGÊNCIA NACIONAL DE ÁGUAS E SANEAMENTO BÁSICO,44205,ANA,AGENCIA NACIONAL DE AGUAS,SIAFI
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,94,IBAMA,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS,20701,IBAMA,INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.,SIAFI
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,95,JBRJ,INSTITUTO DE PESQUISAS JARDIM BOTÂNICO DO RIO DE JANEIRO,44206,JBRJ,INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RJ,SIAFI
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,95,JBRJ,INSTITUTO DE PESQUISAS JARDIM BOTÂNICO DO RIO DE JANEIRO,44206,JBRJ,JBRJ,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,156,ICMBIO,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,44207,ICMBIO,ICMBIO,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,40211,MMA,MINISTERIO DO MEIO AMBIENTE,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,94,IBAMA,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS,40701,IBAMA,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,136,ANA,AGÊNCIA NACIONAL DE ÁGUAS E SANEAMENTO BÁSICO,44205,ANA,ANA,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,40111,MMA,MINIST.MEIO AMB.REC.HID.E AMAZONIA LEGAL,SIAPE
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,96,MMA,Ministério do Meio Ambiente e Mudança do Clima,SIORG
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,94,IBAMA,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS,94,IBAMA,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,SIORG
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,136,ANA,AGÊNCIA NACIONAL DE ÁGUAS E SANEAMENTO BÁSICO,136,ANA,Agência Nacional de Águas e Saneamento Básico,SIORG
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,95,JBRJ,INSTITUTO DE PESQUISAS JARDIM BOTÂNICO DO RIO DE JANEIRO,95,JBRJ,Instituto de Pesquisas Jardim Botânico do Rio de Janeiro,SIORG
96,MMA,MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA,156,ICMBIO,INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE,156,ICMBIO,Instituto Chico Mendes de Conservação da Biodiversidade,SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,124,ANEEL,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,32210,ANEEL,AGENCIA NACIONAL DE ENERGIA ELETRICA,SIAFI
108,MME,MINISTÉRIO DE MINAS E ENERGIA,123,EPE,EMPRESA DE PESQUISA ENERGÉTICA,32314,EPE,EMPRESA DE PESQUISA ENERGETICA,SIAFI
108,MME,MINISTÉRIO DE MINAS E ENERGIA,181,ANM,AGÊNCIA NACIONAL DE MINERAÇÃO,32396,ANM,AGENCIA NACIONAL DE MINERACAO,SIAFI
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,32000,MME,MINISTERIO DE MINAS E ENERGIA,SIAFI
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,32205,ANP,AGENCIA NACIONAL DO PETROLEO,SIAFI
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,32300,ANP,AGENCIA NACIONAL DO PETROLEO,SIAPE
108,MME,MINISTÉRIO DE MINAS E ENERGIA,124,ANEEL,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,32200,ANEEL,AGENCIA NACIONAL DE ENERGIA ELETRICA,SIAPE
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,32000,MME,MINISTERIO DE MINAS E ENERGIA,SIAPE
108,MME,MINISTÉRIO DE MINAS E ENERGIA,181,ANM,AGÊNCIA NACIONAL DE MINERAÇÃO,32396,ANM,AGÊNCIA NACIONAL DE MINERAÇÃO,SIAPE
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,273855,ANSN,AUTORIDADE NACIONAL DE SEGURANÇA NUCLEAR,SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,Ministério de Minas e Energia,SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,124,ANEEL,AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA,124,ANEEL,Agência Nacional de Energia Elétrica,SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,108,MME,MINISTÉRIO DE MINAS E ENERGIA,25281,ANP,"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,181,ANM,AGÊNCIA NACIONAL DE MINERAÇÃO,181,ANM,Agência Nacional de Mineração,SIORG
108,MME,MINISTÉRIO DE MINAS E ENERGIA,123,EPE,EMPRESA DE PESQUISA ENERGÉTICA,123,EPE,Empresa de Pesquisa Energética,SIORG
202,MMULHERES,MINISTÉRIO DAS MULHERES,202,MMULHERES,MINISTÉRIO DAS MULHERES,81200,MMULHERES,MINISTERIO DAS MULHERES,SIAPE
202,MMULHERES,MINISTÉRIO DAS MULHERES,202,MMULHERES,MINISTÉRIO DAS MULHERES,202,MMULHERES,Ministério das Mulheres,SIORG
193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,58000,MPA,MINISTERIO DA PESCA E AQUICULTURA,SIAFI
193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,13200,MPA,MINISTERIO DA PESCA E AQUICULTURA,SIAPE
193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,193,MPA,MINISTÉRIO DA PESCA E AQUICULTURA,193,MPA,Ministério da Pesca e Aquicultura,SIORG
210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,21,FUNAI,FUNDAÇÃO NACIONAL DOS POVOS INDÍGENAS,30202,FUNAI,FUNDACAO NACIONAL DO INDIO,SIAFI
210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,17200,MPI,MINISTERIO DOS POVOS INDIGENAS,SIAPE
210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,21,FUNAI,FUNDAÇÃO NACIONAL DOS POVOS INDÍGENAS,30202,FUNAI,FUNDACAO NACIONAL DO INDIO,SIAPE
210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,210,MPI,Ministério dos Povos Indígenas,SIORG
210,MPI,MINISTÉRIO DOS POVOS INDÍGENAS,21,FUNAI,FUNDAÇÃO NACIONAL DOS POVOS INDÍGENAS,21,FUNAI,Fundação Nacional dos Povos Indígenas,SIORG
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,3,IPEA,INSTITUTO DE PESQUISA ECONÔMICA APLICADA,61201,IPEA,INSTITUTO DE PESQUISA ECONOMICA APLICADA,SIAFI
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,3,IPEA,INSTITUTO DE PESQUISA ECONÔMICA APLICADA,25206,IPEA,INSTITUTO DE PESQUISA ECONOMICA APLICADA,SIAFI
200,MPO,MINISTÉRIO DO PLANEJAMENTO E ORÇAMENTO,2,IBGE,FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA,25205,IBGE,FUND.INST.BRASILEIRO DE GEOG.E ESTATISTICA,SIAFI
